reference_type,source_file,tool_name,tool_slug,issue,recommended_action
search/index data,data/source-ingestion-v1-sample.csv,Riskified,riskified,Search/index or validation data references non-catalog tool,Keep as external validation data or separate from public catalog index.
search/index data,data/source-ingestion-v1-sample.csv,Riskified,riskified,Search/index or validation data references non-catalog tool,Keep as external validation data or separate from public catalog index.
search/index data,data/source-ingestion-v1-sample.csv,Riskified,riskified,Search/index or validation data references non-catalog tool,Keep as external validation data or separate from public catalog index.
search/index data,data/source-ingestion-v1-sample.csv,Riskified,riskified,Search/index or validation data references non-catalog tool,Keep as external validation data or separate from public catalog index.
search/index data,data/source-ingestion-v1-sample.csv,DataRobot,datarobot,Search/index or validation data references non-catalog tool,Keep as external validation data or separate from public catalog index.
search/index data,data/source-ingestion-v1-sample.csv,DataRobot,datarobot,Search/index or validation data references non-catalog tool,Keep as external validation data or separate from public catalog index.
search/index data,data/source-ingestion-v1-sample.csv,DataRobot,datarobot,Search/index or validation data references non-catalog tool,Keep as external validation data or separate from public catalog index.
search/index data,data/source-ingestion-v1-sample.csv,DataRobot,datarobot,Search/index or validation data references non-catalog tool,Keep as external validation data or separate from public catalog index.
search/index data,data/source-ingestion-v1-sample.csv,DataRobot,datarobot,Search/index or validation data references non-catalog tool,Keep as external validation data or separate from public catalog index.
search/index data,data/source-ingestion-v1-sample.csv,DataRobot,datarobot,Search/index or validation data references non-catalog tool,Keep as external validation data or separate from public catalog index.
search/index data,data/source-ingestion-v1-sample.csv,DataRobot,datarobot,Search/index or validation data references non-catalog tool,Keep as external validation data or separate from public catalog index.
search/index data,data/source-ingestion-v1-sample.csv,DataRobot,datarobot,Search/index or validation data references non-catalog tool,Keep as external validation data or separate from public catalog index.
search/index data,data/source-ingestion-v1-sample.csv,DataRobot,datarobot,Search/index or validation data references non-catalog tool,Keep as external validation data or separate from public catalog index.
search/index data,data/source-ingestion-v1-sample.csv,DataRobot,datarobot,Search/index or validation data references non-catalog tool,Keep as external validation data or separate from public catalog index.
search/index data,data/source-ingestion-v1-sample.csv,Deep Beat,deep-beat,Search/index or validation data references non-catalog tool,Keep as external validation data or separate from public catalog index.
search/index data,data/source-ingestion-v1-sample.csv,Deep Beat,deep-beat,Search/index or validation data references non-catalog tool,Keep as external validation data or separate from public catalog index.
search/index data,data/source-ingestion-v1-sample.csv,Deep Beat,deep-beat,Search/index or validation data references non-catalog tool,Keep as external validation data or separate from public catalog index.
search/index data,data/source-ingestion-v1-sample.csv,Deep Beat,deep-beat,Search/index or validation data references non-catalog tool,Keep as external validation data or separate from public catalog index.
search/index data,data/source-ingestion-v1-sample.csv,Deep Beat,deep-beat,Search/index or validation data references non-catalog tool,Keep as external validation data or separate from public catalog index.
search/index data,data/source-ingestion-v1-sample.csv,Deep Beat,deep-beat,Search/index or validation data references non-catalog tool,Keep as external validation data or separate from public catalog index.
search/index data,data/source-ingestion-v1-sample.csv,Deep Beat,deep-beat,Search/index or validation data references non-catalog tool,Keep as external validation data or separate from public catalog index.
